Indice,Anular,Anular filtered
-46459,2.833190301,2.423244071
-46461,0.789505283,2.441325233
-46461,0.745819519,2.464794783
-46461,0.702133041,2.493580205
-46459,2.658445882,2.527602517
-46460,1.614758076,2.566776436
-46455,6.571069654,2.611010561
-46457,4.527380648,2.660207555
-46459,2.48369109,2.714264338
-46457,4.440001012,2.773072288
-46453,8.396310444,2.836517438
-46458,3.352619416,2.904480693
-46460,1.308927958,2.976838038
-46461,0.2652361,3.053460758
-46457,4.22154387,3.134215665
-46459,2.177851298,3.21896532
-46459,2.134158411,3.307568266
-46461,0.090465239,3.399879264
-46460,1.046771809,3.495749527
-46458,3.003078149,3.595026961
-46455,5.959384288,3.697556408
-46457,3.915690252,3.803179892
-46461,-0.12800393,3.911736861
-46457,3.828301767,4.023064438
-46458,2.78460737,4.136997671
-46454,6.740912906,4.253369778
-46453,7.697218399,4.372012406
-46453,7.653523876,4.492755871
-46458,2.60982936,4.615429421
-46459,1.566134876,4.739861475
-46457,3.522440446,4.865879885
-46457,3.478746095,4.993312174
-46459,1.435051845,5.121985794
-46459,1.391357718,5.251728366
-46456,4.347663737,5.382367931
-46454,6.303969924,5.513733187
-46456,4.260276301,5.645653736
-46457,3.216582888,5.777960319
-46461,-0.827110294,5.910485052
-46459,1.129196776,6.043061658
-46457,3.085504119,6.175525698
-46455,5.041811753,6.307714794
-46455,4.998119699,6.43946885
-46453,6.954427977,6.57063027
-46455,4.910736605,6.701044171
-46446,13.8670456,6.830558585
-46449,10.82335498,6.959024669
-46454,5.779664766,7.086296894
-46449,10.73597497,7.212233239
-46451,8.6922856,7.336695375
-46447,12.64859668,7.459548845
-46452,7.604908215,7.580663231
-46452,7.561220221,7.699912323
-46450,9.517532707,7.817174276
-46449,10.47384568,7.932331756
-46453,6.430159159,8.045272088
-46446,13.38647314,8.155887386
-46446,13.34278764,8.26407468
-46451,8.299102653,8.369736037
-46450,9.255418194,8.472778665
-46451,8.211734263,8.573115015
-46452,7.168050863,8.670662875
-46445,14.124368,8.765345447
-46451,8.080685665,8.857091422
-46449,10.03700387,8.94583504
-46454,4.993322603,9.031516146
-46454,4.94964187,9.11408023
-46453,5.905961667,9.193478459
-46455,3.86228199,9.269667699
-46450,8.818602835,9.34261053
-46455,3.7749242,9.412275243
-46451,7.731246078,9.478635833
-46454,4.687568465,9.541671976
-46449,9.643891354,9.601369004
-46444,14.60021474,9.657717858
-46453,5.556538614,9.710715039
-46445,13.51286297,9.760362544
-46450,8.469187792,9.806667796
-46446,12.42551308,9.849643558
-46452,6.381838806,9.889307837
-46441,17.33816497,9.925683786
-46450,8.294491558,9.958799584
-46449,9.250818551,9.988688315
-46444,14.20714593,10.01538783
-46450,8.16347369,10.03894062
-46441,17.1198018,10.05939363
-46451,7.076130245,10.07679813
-46448,10.032459,10.09120954
-46453,4.988788057,10.10268721
-46453,4.945117379,10.1112943
-46447,10.90144695,10.11709754
-46448,9.857776742,10.12016703
-46448,9.814106733,10.12057605
-46448,9.770436897,10.11840081
-46450,7.726767207,10.11372028
-46448,9.683097636,10.10661591
-46449,8.639428154,10.09717142
-46446,11.59575873,10.08547258
-46443,14.55208934,10.07160691
-46447,10.50841995,10.05566351
-46444,13.46475052,10.03773275
-46448,9.421081027,10.01790605
-46445,12.37741143,9.99627562
-46447,10.33374169,9.972934205
-46448,9.290071774,9.947974825
-46447,10.24640164,9.921490526
-46451,6.202731256,9.893574125
-46447,10.15906057,9.864317955
-46445,12.11538956,9.833813619
-46450,7.071718159,9.802151734
-46446,11.02804634,9.769421696
-46449,7.984374055,9.73571143
-46449,7.940701259,9.70110716
-46449,7.897027906,9.665693179
-46449,7.85335395,9.62955162
-46444,12.80967934,9.592762242
-46452,4.766004035,9.555402218
-46449,7.722327979,9.517545933
-46448,8.678651124,9.479264788
-46447,9.63497342,9.44062702
-46442,14.59129481,9.401697519
-46446,10.54761525,9.362537671
-46450,6.503934684,9.323205196
-46445,11.46025305,9.283754012
-46448,8.416570299,9.244234096
-46440,16.37288637,9.204691371
-46449,7.329201209,9.165167592
-46447,9.285514753,9.125700258
-46450,6.241826944,9.086322528
-46452,4.19813772,9.04706315
-46449,7.154447019,9.007946412
-46442,14.11075478,8.968992098
-46445,11.06706094,8.930215463
-46449,7.023365434,8.891627219
-46448,7.979668197,8.853233539
-46449,6.935969162,8.81503607
-46446,9.892268264,8.777031966
-46443,12.84856543,8.739213932
-46451,4.804860603,8.701570278
-46452,3.761153703,8.664084998
-46441,14.71744466,8.626737847
-46447,8.67373341,8.58950445
-46448,7.630019874,8.552356403
-46444,11.58630398,8.515261408
-46450,5.54258566,8.478183399
-46448,7.498864833,8.441082703
-46449,6.455141425,8.403916189
-46447,8.41141536,8.366637445
-46447,8.36768656,8.329196958
-46447,8.323954949,8.291542306
-46444,11.28022045,8.253618355
-46448,7.236482976,8.215367469
-46450,5.192742454,8.17672973
-46452,3.1489988,8.137643156
-46451,4.105251932,8.098043932
-46451,4.061501769,8.057866648
-46445,10.01774823,8.017044537
-46444,10.97399122,7.97550972
-46452,2.930230674,7.933193453
-46444,10.88646649,7.890026377
-46448,6.842698598,7.845938771
-46449,5.798926899,7.800860802
-46447,7.755151311,7.75472278
-46444,10.71137174,7.707455408
-46449,5.667588111,7.658990031
-46448,6.623800322,7.609258887
-46450,4.580008287,7.558195348
-46447,7.536211914,7.505734163
-46447,7.492411114,7.45181169
-46445,9.448605792,7.396366128
-46446,8.404795857,7.33933774
-46448,6.360981215,7.280669069
-46446,8.31716177,7.220305148
-46448,6.273337428,7.158193698
-46446,8.229508092,7.09428532
-46446,8.185673667,7.028533674
-46449,5.141834053,6.960895655
-46446,8.097989153,6.891331548
-46448,6.054138867,6.819805178
-46447,7.010283096,6.746284049
-46444,9.96642174,6.670739464
-46450,3.922554697,6.59314664
-46441,12.87868187,6.513484805
-46447,6.834803143,6.431737283
-46444,9.790918425,6.347891567
-46445,8.747027607,6.261939373
-46447,6.703130584,6.173876684
-46448,5.65922725,6.083703782
-46445,8.615317498,5.991425258
-46447,6.57140122,5.897050013
-46446,7.527478308,5.800591247
-46451,2.483548652,5.702066422
-46450,3.439612143,5.60149723
-46452,1.395668671,5.498909524
-46447,6.351718125,5.394333254
-46445,8.307760395,5.287802381
-46449,4.263795369,5.179354776
-46444,9.219822935,5.069032112
-46450,3.17584298,4.956879738
-46448,5.131855391,4.842946542
-46451,2.087860055,4.727284807
-46451,2.043856857,4.609950048
-46451,1.999845681,4.491000845
-46449,3.955826415,4.370498664
-46450,2.911798942,4.248507667
-46451,1.867763147,4.125094513
-46452,0.823718914,4.000328156
-46448,4.779666128,3.874279632
-46450,2.735604673,3.747021837
-46446,6.69153443,3.618629302
-46454,-1.352544715,3.48917797
-46452,0.60336712,3.358744951
-46450,2.559269816,3.227408294
-46451,1.515163257,3.095246742
-46451,1.471047325,2.962339492
-46451,1.426921902,2.828765953
-46450,2.382786869,2.694605502
-46448,4.338642109,2.559937243
-46451,1.294487503,2.424839768
-46447,5.250322932,2.289390919
-46450,2.206148277,2.153667553
-46449,3.161963418,2.017745311
-46448,4.117768235,1.881698398
-46450,2.073562608,1.745599355
-46448,4.029346417,1.609518855
-46449,2.985119539,1.473525489
-46450,1.940881856,1.337685574
-46447,4.896633243,1.20206296
-46451,0.852373581,1.06671885
-46451,0.808102746,0.931711629
-46448,3.763820616,0.797096707
-46449,2.719527068,0.662926365
-46448,3.67522198,0.529249618
-46448,3.630905228,0.396112091
-46451,0.586576689,0.263555903
-46447,4.542236238,0.131619566
-46450,1.497883753,0.000337897
-46455,-3.546480893,-0.130258058
-46454,-2.590857823,-0.260141085
-46455,-3.635247162,-0.389287851
-46455,-3.679649034,-0.517678934
-46458,-6.724063563,-0.645298851
-46452,-0.768490871,-0.772136058
-46456,-4.812931083,-0.898182944
-46453,-1.85738432,-1.023435809
-46454,-2.901850706,-1.147894831
-46449,2.053669637,-1.271564014
-46455,-3.990823412,-1.394451126
-46451,-0.035329975,-1.516567624
-46451,-0.079850175,-1.637928563
-46452,-1.124384134,-1.758552499
-46457,-6.168931973,-1.878461368
-46454,-3.213493813,-1.997680367
-46453,-2.258069777,-2.116237813
-46453,-2.302659984,-2.234164996
-46452,-1.347264557,-2.351496019
-46458,-7.391883614,-2.468267632
-46449,1.563482722,-2.584519051
-46460,-9.481165666,-2.700291775
-46456,-5.5258289,-2.815629389
-46460,-9.570507097,-2.930577364
-46450,0.384799623,-3.045182847
-46451,-0.659908858,-3.15949445
-46450,0.295367344,-3.273562025
-46450,0.25062811,-3.387436449
-46457,-6.794126677,-3.501169387
-46454,-3.838897135,-3.61481307
-46460,-9.88368338,-3.728420062
-46453,-2.92848553,-3.842043023
-46453,-2.9733037,-3.955734479
-46456,-6.018138006,-4.069546591
-46454,-4.062988563,-4.183530919
-46455,-5.107855486,-4.297738199
-46450,-0.152738888,-4.412218113
-46452,-2.197638885,-4.527019064
-46453,-3.242555589,-4.642187968
-46451,-1.287489115,-4.757770031
-46452,-2.332439575,-4.873808549
-46454,-4.377407084,-4.990344708
-46453,-3.422391753,-5.10741739
-46454,-4.467393697,-5.225062993
-46450,-0.512413026,-5.343315251
-46458,-8.557449853,-5.462205076
-46451,-1.602504291,-5.581760398
-46455,-5.647576449,-5.702006022
-46459,-9.692666439,-5.822963498
-46454,-4.737774371,-5.944650994
-46456,-6.782900355,-6.067083194
-46457,-7.8280445,-6.190271195
-46454,-4.873206915,-6.314222432
-46454,-4.918387707,-6.438940597
-46453,-3.963586983,-6.564425594
-46453,-4.00880485,-6.690673489
-46457,-8.054041415,-6.817676482
-46453,-4.099296784,-6.945422896
-46459,-10.14457106,-7.073897175
-46457,-8.189864354,-7.203079898
-46454,-5.235176763,-7.332947805
-46448,0.719491606,-7.463473847
-46458,-9.32585935,-7.594627232
-46455,-6.371229732,-7.726373505
-46460,-11.41661964,-7.858674627
-46457,-8.462029183,-7.991489074
-46462,-13.50745845,-8.124771949
-46457,-8.552907554,-8.258475104
-46451,-2.598376582,-8.392547275
-46453,-4.643865636,-8.526934234
-46460,-11.68937481,-8.661578945
-46460,-11.73490421,-8.796421733
-46461,-12.78045392,-8.931400467
-46458,-9.826024035,-9.06645075
-46459,-10.87161466,-9.201506115
-46460,-11.91722587,-9.336498237
-46461,-12.96285777,-9.471357143
-46459,-11.00851045,-9.606011436
-46457,-9.054183991,-9.740388526
-46451,-3.099878486,-9.874414858
-46457,-9.145594021,-10.00801615
-46461,-13.19133068,-10.14111764
-46462,-14.23708856,-10.27364432
-46459,-11.28286773,-10.4055212
-46463,-15.32866828,-10.53667354
-46459,-11.37449029,-10.66702708
-46460,-12.42033385,-10.79650834
-46456,-8.466199027,-10.92504482
-46462,-14.51208591,-11.05256525
-46461,-13.55799457,-11.17899985
-46450,-2.603925079,-11.30428054
-46459,-11.64987752,-11.42834118
-46455,-7.695851972,-11.55111783
-46456,-8.741848499,-11.67254889
-46454,-6.787867177,-11.79257541
-46462,-14.83390808,-11.91114119
-46462,-14.87997128,-12.02819308
-46457,-9.926056836,-12.14368107
-46460,-12.97216483,-12.25755853
-46457,-10.01829532,-12.36978236
-46460,-13.06444839,-12.4803131
-46456,-9.11062408,-12.58911515
-46458,-11.15682247,-12.69615683
-46457,-10.20304362,-12.80141052
-46459,-12.2492876,-12.90485278
-46462,-15.29555445,-13.00646439
-46461,-14.34184426,-13.10623049
-46459,-12.38815706,-13.20414058
-46459,-12.43449292,-13.30018861
-46456,-9.480851902,-13.39437296
-46457,-10.52723405,-13.48669651
-46462,-15.57363943,-13.5771666
-46467,-20.62006808,-13.66579504
-46458,-11.66652006,-13.75259805
-46458,-11.71299542,-13.83759624
-46461,-14.75949421,-13.92081455
-46460,-13.80601647,-14.00228215
-46463,-16.85256226,-14.08203235
-46456,-9.899131605,-14.16010255
-46457,-10.94572456,-14.23653403
-46458,-11.99234117,-14.31137189
-46461,-15.03898147,-14.38466488
-46456,-10.08564549,-14.45646521
-46463,-17.13233329,-14.52682844
-46459,-13.1790449,-14.59581324
-46461,-15.22578034,-14.6634812
-46456,-10.27253967,-14.72989666
-46462,-16.3193229,-14.79512646
-46459,-13.36613008,-14.85923971
-46463,-17.41296123,-14.92230757
-46460,-14.45981638,-14.984403
-46459,-13.50669556,-15.0456005
-46458,-12.5535988,-15.10597587
-46466,-20.60052612,-15.16560591
-46465,-19.64747754,-15.22456818
-46464,-18.69445309,-15.28294073
-46456,-10.74145279,-15.34080178
-46459,-13.78847665,-15.39822948
-46459,-13.83552469,-15.4553016
-46461,-15.88259692,-15.51209528
-46456,-10.92969337,-15.5686867
-46464,-18.97681405,-15.62515081
-46467,-22.02395895,-15.68156107
-46464,-19.07112811,-15.73798916
-46462,-17.11832152,-15.79450468
-46463,-18.16553919,-15.85117488
-46460,-15.21278112,-15.90806444
-46460,-15.26004732,-15.96523514
-46463,-18.30733779,-16.02274564
-46459,-14.35465252,-16.08065122
-46461,-16.40199152,-16.13900355
-46458,-13.44935479,-16.19785044
-46460,-15.49674231,-16.25723562
-46460,-15.54415408,-16.31719852
-46459,-14.5915901,-16.37777409
-46464,-19.63905035,-16.43899259
-46460,-15.68653482,-16.50087939
-46463,-18.73404351,-16.56345484
-46458,-13.78157639,-16.62673408
-46461,-16.82913346,-16.69072692
-46460,-15.87671469,-16.75543771
-46460,-15.92432006,-16.82086521
-46457,-12.97194956,-16.88700248
-46458,-14.01960317,-16.95383685
-46459,-15.06728085,-17.02134979
-46461,-17.11498259,-17.08951687
-46464,-20.16270836,-17.15830775
-46460,-16.21045814,-17.22768611
-46456,-12.25823188,-17.29760967
-46463,-19.30602957,-17.36803022
-46458,-14.35385117,-17.43889358
-46460,-16.40169665,-17.51013968
-46463,-19.44956597,-17.58170263
-46459,-15.49745909,-17.65351075
-46461,-17.54537598,-17.72548666
-46461,-17.59331659,-17.79754742
-46458,-14.64128088,-17.86960459
-46464,-20.68926882,-17.94156438
-46466,-22.73728035,-18.0133278
-46460,-16.78531542,-18.0847908
-46458,-14.833374,-18.15584446
-46460,-16.88145602,-18.22637513
-46459,-15.92956144,-18.29626466
-46460,-16.9776902,-18.36539056
-46462,-19.02584224,-18.43362626
-46458,-15.07401751,-18.50084132
-46464,-21.12221596,-18.56690163
-46461,-18.17043751,-18.63166968
-46462,-19.21868211,-18.69500482
-46460,-17.26694969,-18.75676349
-46457,-14.31524019,-18.81679949
-46466,-23.36355354,-18.87496425
-46463,-20.41188967,-18.93110714
-46462,-19.46024851,-18.98507569
-46462,-19.50862998,-19.03671591
-46463,-20.55703402,-19.08587257
-46463,-20.60546054,-19.1323895
-46459,-16.65390947,-19.17610986
-46456,-13.70238072,-19.21687643
-46458,-15.75087421,-19.25453196
-46456,-13.79938986,-19.28891937
-46462,-19.84792758,-19.31988212
-46465,-22.89648729,-19.34726446
-46460,-17.9450689,-19.37091174
-46463,-20.99367232,-19.39067067
-46459,-17.04229744,-19.40638963
-46456,-14.09094419,-19.41791891
-46466,-24.13961247,-19.42511104
-46459,-17.18830217,-19.427821
-46458,-16.23701319,-19.42590651
-46463,-21.28574545,-19.41922829
-46462,-20.33449882,-19.40765031
-46463,-21.38327321,-19.39104
-46463,-21.43206851,-19.36926855
-46460,-18.48088462,-19.34221108
-46461,-19.52972141,-19.30974686
-46462,-20.57857878,-19.27175959
-46466,-24.62745661,-19.22813751
-46460,-18.67635479,-19.17877368
-46460,-18.72527319,-19.12356609
-46460,-18.7742117,-19.0624179
-46459,-17.8231702,-18.99523758
-46458,-16.87214855,-18.92193904
-46460,-18.92114663,-18.84244184
-46456,-14.97016432,-18.75667129
-46461,-20.01920148,-18.66455858
-46462,-21.06825799,-18.56604091
-46460,-19.1173337,-18.46106161
-46461,-20.16642849,-18.34957022
-46463,-22.21554222,-18.23152259
-46458,-17.26467475,-18.10688098
-46461,-20.31382594,-17.97561412
-46460,-19.36299565,-17.83769726
-46457,-16.41218372,-17.69311225
-46456,-15.46139002,-17.54184759
-46457,-16.5106144,-17.38389843
-46454,-13.55985671,-17.21926666
-46457,-16.60911679,-17.04796086
-46459,-18.6583945,-16.86999639
-46457,-16.70768967,-16.68539531
-46458,-17.75700216,-16.49418646
-46454,-13.80633181,-16.29640539
-46455,-14.85567846,-16.09209435
-46456,-15.90504194,-15.88130229
-46456,-15.9544221,-15.6640848
-46455,-15.00381878,-15.44050408
-46456,-16.0532318,-15.21062887
-46454,-14.102661,-14.97453443
-46456,-16.15210621,-14.73230246
-46453,-13.20156727,-14.484021
-46457,-17.251044,-14.2297844
-46450,-10.30053624,-13.96969321
-46448,-8.350043798,-13.70385411
-46455,-15.39956651,-13.4323798
-46451,-11.44910421,-13.15538887
-46451,-11.4986567,-12.87300577
-46448,-8.548223818,-12.58536061
-46448,-8.59780538,-12.2925891
-46452,-12.6474012,-11.99483239
-46449,-9.697011114,-11.69223696
-46449,-9.746634924,-11.38495448
-46450,-10.79627245,-11.07314165
-46448,-8.845923517,-10.75696007
-46450,-10.89558793,-10.43657607
-46448,-8.945265509,-10.11216059
-46452,-12.99495607,-9.783888956
-46444,-5.044659412,-9.451940752
-46445,-6.09437536,-9.11649963
-46449,-10.14410372,-8.777753132
-46446,-7.193844303,-8.435892501
-46443,-4.243596918,-8.091112488
-46443,-4.293361374,-7.743611159
-46445,-6.343137478,-7.393589686
-46442,-3.392925039,-7.041252144
-46446,-7.442723864,-6.686805294
-46444,-5.492533759,-6.330458367
-46444,-5.542354531,-5.97242284
-46443,-4.592185986,-5.612912206
-46443,-4.642027928,-5.25214174
-46445,-6.691880163,-4.890328264
-46448,-9.741742494,-4.527689902
-46438,0.208385274,-4.164445832
-46438,0.158503339,-3.800816038
-46443,-4.891388102,-3.437021051
-46446,-7.941288852,-3.07328169
-46436,2.008801287,-2.709818803
-46442,-4.041117488,-2.346852996
-46439,-1.091044977,-1.984604369
-46446,-8.140980983,-1.623292239
-46437,0.809074694,-1.263134871
-46435,2.759122252,-0.904349201
-46444,-6.290838109,-0.547150558
-46439,-1.34080619,-0.191752386
-46443,-5.390781792,0.161634031
-46439,-1.440764715,0.512799854
-46440,-2.490754759,0.861538962
-46442,-4.540751723,1.207648227
-46438,-0.590755408,1.550927797
-46435,2.359234388,1.891181361
-46437,0.309217865,2.228216424
-46430,7.259195225,2.561844571
-46432,5.209166667,2.891881733
-46435,2.159132392,3.218148439
-46440,-2.890907402,3.540470075
-46434,3.059047486,3.858677124
-46435,2.008997255,4.172605409
-46436,0.958942103,4.482096325
-46434,2.908882229,4.786997059
-46437,-0.141182167,5.087160808
-46432,4.808749112,5.382446983
-46433,3.758676265,5.672721402
-46435,1.70859949,5.957856474
-46431,5.658518984,6.237731373
-46430,6.608434944,6.512232194
-46422,14.55834757,6.781252103
-46426,10.50825705,7.044691468
-46430,6.458163587,7.302457976
-46426,10.40806737,7.554466742
-46433,3.357968595,7.800640391
-46430,6.307867452,8.04090914
-46425,11.25776413,8.275210844
-46429,7.207658828,8.503491047
-46432,4.157551727,8.725702999
-46424,12.10744302,8.941807664
-46421,15.0573329,9.151773708
-46430,6.007221541,9.355577474
-46420,15.95710914,9.55320293
-46427,8.906995882,9.744641612
-46427,8.856881948,9.929892533
-46429,6.806767521,10.10896209
-46424,11.75665278,10.28186395
-46425,10.70653792,10.44861891
-46425,10.6564231,10.60925474
-46418,17.60630851,10.76380603
-46427,8.556194334,10.91231398
-46426,9.506080738,11.05482625
-46424,11.4559679,11.19139669
-46420,15.405856,11.32208511
-46422,13.3557452,11.44695711
-46424,11.30563569,11.56608372
-46419,16.25552762,11.6795412
-46422,13.20542117,11.78741075
-46428,7.155316509,11.88977818
-46422,13.1052138,11.98673364
-46423,12.05511321,12.07837132
-46423,12.0050149,12.16478909
-46426,8.954919033,12.2460882
-46421,13.90482578,12.32237295
-46422,12.85473529,12.39375034
-46421,13.80464773,12.46032975
-46421,13.75456326,12.52222257
-46421,13.70448203,12.57954189
-46420,14.6544042,12.63240211
-46418,16.60432993,12.68091867
-46418,16.55425936,12.72520762
-46421,13.50419265,12.76538536
-46422,12.45412995,12.80156827
-46424,10.40407141,12.83387238
-46424,10.35401716,12.8624131
-46420,14.30396737,12.88730483
-46421,13.25392217,12.90866073
-46420,14.20388171,12.92659238
-46422,12.15384612,12.94120955
-46424,10.10381556,12.95261986
-46417,17.05379016,12.96092861
-46420,14.00377005,12.96623846
-46423,10.95375538,12.96864926
-46427,6.903746288,12.96825781
-46419,14.8537429,12.96515767
-46422,11.80374534,12.959439
-46424,9.753753762,12.95118836
