Indice,Anular,Anular filtered
-46026,91.93873936,92.83685467
-46020,97.98031801,92.52009735
-46025,93.02219377,92.19582313
-46029,89.06436684,91.86421995
-46023,95.10683743,91.52550144
-46027,91.14960572,91.1799083
-46027,91.1926719,90.82770918
-46031,87.23603615,90.46920125
-46025,93.27969861,90.10471022
-46027,91.32365946,89.73459009
-46026,92.36791883,89.35922245
-46029,89.41247687,88.97901548
-46029,89.45733369,88.59440261
-46029,89.50248943,88.20584085
-46035,83.54794419,87.81380892
-46031,87.59369807,87.41880506
-46035,83.63975116,87.02134464
-46033,85.68610356,86.62195765
-46038,80.73275533,86.22118596
-46037,81.77970655,85.8195805
-46030,88.82695727,85.4176983
-46038,80.87450755,85.01609954
-46036,82.92235744,84.61534448
-46036,82.97050696,84.21599047
-46036,83.01895614,83.81858885
-46032,87.067705,83.42368204
-46034,85.11675356,83.03180062
-46034,85.16610182,82.64346044
-46036,83.21574977,82.25915997
-46032,87.26569739,81.87937768
-46040,79.31594467,81.50456958
-46041,78.36649157,81.13516696
-46038,81.41733805,80.77157423
-46040,79.46848407,80.41416704
-46038,81.51992958,80.06329048
-46038,81.57167451,79.71925761
-46042,77.62371878,79.38234808
-46042,77.67606233,79.05280705
-46038,81.72870507,78.73084425
-46046,73.78164689,78.41663336
-46039,80.83488771,78.1103115
-46045,74.88842741,77.811979
-46042,77.94226588,77.52169935
-46046,73.99640298,77.23949936
-46044,76.0508386,76.96536954
-46040,80.10557258,76.69926462
-46044,76.16060479,76.44110433
-46045,75.21593506,76.19077423
-46045,75.27156325,75.94812681
-46044,76.32748916,75.71298266
-46045,75.38371264,75.48513182
-46044,76.4402335,75.26433521
-46045,75.49705153,75.05032617
-46048,72.55416655,74.84281207
-46047,73.61157835,74.64147607
-46045,75.66928672,74.44597881
-46043,77.72729142,74.25596025
-46048,72.78559224,74.07104147
-46045,75.84418894,73.89082656
-46051,69.90308127,73.71490438
-46044,76.96226898,73.54285045
-46047,74.02175183,73.37422876
-46044,77.08152953,73.20859348
-46054,67.14160182,73.04549072
-46048,73.20196841,72.88446021
-46047,74.26262903,72.72503689
-46048,73.32358337,72.56675245
-46049,72.38483114,72.4091368
-46048,73.44637203,72.25171946
-46049,72.50820572,72.09403087
-46048,73.57033189,71.93560362
-46049,72.6327502,71.77597357
-46053,68.69546033,71.61468095
-46046,75.75846192,71.45127133
-46050,71.82175463,71.28529651
-46054,67.8853381,71.11631534
-46055,66.94921196,70.94389451
-46048,74.01337583,70.76760923
-46051,71.07782935,70.58704385
-46050,72.14257212,70.40179243
-46051,71.20760375,70.21145931
-46056,66.27292385,70.01565952
-46052,70.33853199,69.81401929
-46054,68.40442778,69.60617645
-46056,66.47061078,69.39178078
-46053,69.53708057,69.17049444
-46054,68.60383672,68.94199228
-46054,68.67087878,68.70596221
-46054,68.73820632,68.46210552
-46053,69.80581886,68.21013726
-46055,67.87371596,67.94978653
-46053,69.94189714,67.68079689
-46059,64.01036194,67.40292665
-46057,66.07910985,67.11594927
-46059,64.14814041,66.81965373
-46058,65.21745312,66.51384487
-46056,67.28704747,66.19834384
-46057,66.35692295,65.87298841
-46057,66.42707906,65.53763343
-46055,68.49751527,65.19215119
-46063,60.56823106,64.83643182
-46063,60.63922588,64.47038367
-46055,68.71049922,64.09393371
-46063,60.7820505,63.70702786
-46059,64.85387919,63.30963134
-46059,64.92598473,62.90172904
-46060,63.99836655,62.48332577
-46058,66.07102408,62.05444652
-46063,61.14395674,61.61513676
-46060,64.21716395,61.16546258
-46061,63.29064511,60.70551085
-46065,59.36439964,60.23538937
-46067,57.43842693,59.7552269
-46068,56.51272637,59.26517318
-46068,56.58729734,58.76539889
-46067,57.66213924,58.25609558
-46064,60.73725142,57.73747549
-46067,57.81263326,57.20977136
-46068,56.88828413,56.67323614
-46068,56.96420338,56.1281427
-46071,54.04039036,55.57478342
-46075,50.11684442,55.0134697
-46068,57.1935649,54.44453153
-46072,53.27055113,53.86831682
-46075,50.34780245,53.28519081
-46072,53.42531818,52.69553535
-46077,48.50309764,52.09974815
-46077,48.58114014,51.49824189
-46074,51.659445,50.8914434
-46071,54.73801151,50.27979263
-46080,45.81683899,49.66374169
-46072,53.89592672,49.04375374
-46074,51.97527399,48.42030187
-46077,49.0548801,47.7938679
-46082,44.13474431,47.16494117
-46078,48.2148659,46.53401725
-46078,48.29524414,45.90159656
-46081,45.3758783,45.26818311
-46082,44.45676765,44.63428299
-46086,40.53791142,44.00040303
-46081,45.61930889,43.36704933
-46080,46.70095928,42.73472581
-46089,37.78286186,42.10393272
-46083,43.86501585,41.47516526
-46087,39.9474205,40.84891204
-46087,40.03007502,40.22565374
-46086,41.11297866,39.60586167
-46089,38.19613062,38.98999642
-46094,33.27953014,38.37850659
-46089,38.36317642,37.77182746
-46091,36.44706868,37.17037987
-46090,37.53120612,36.57456908
-46089,38.61558795,35.98478372
-46097,30.70021336,35.40139489
-46085,42.78508156,34.82475525
-46092,35.87019174,34.2551983
-46096,31.95554309,33.69303776
-46100,28.04113478,33.13856702
-46092,36.12696601,32.59205872
-46100,28.21303596,32.05376449
-46095,33.2993438,31.52391478
-46099,29.3858887,31.00271878
-46094,34.47266983,30.49036459
-46100,28.55968636,29.98701936
-46101,27.64693746,29.49282963
-46101,27.73442228,29.00792185
-46099,29.82213998,28.53240287
-46101,27.91008972,28.06636071
-46103,25.99827064,27.60986527
-46104,25.08668191,27.1629693
-46106,23.17532266,26.72570933
-46108,21.26419204,26.29810679
-46099,30.35328919,25.88016908
-46103,26.44261326,25.47189085
-46104,25.53216336,25.07325521
-46098,31.62193866,24.68423506
-46106,23.71193826,24.30479439
-46109,20.8021613,23.93488964
-46105,24.89260691,23.57447106
-46103,26.98327421,23.22348403
-46106,24.07416232,22.88187042
-46107,23.16527037,22.54956984
-46109,21.25659746,22.22652097
-46112,18.34814271,21.91266266
-46112,18.43990523,21.60793517
-46112,18.53188413,21.31228118
-46108,22.62407853,21.0256468
-46107,23.71648752,20.74798247
-46110,20.80911021,20.47924376
-46114,16.9019457,20.21939209
-46111,19.99499309,19.96839532
-46109,22.08825148,19.72622823
-46109,22.18171997,19.49287291
-46110,21.27539764,19.26831902
-46115,16.36928359,19.05256395
-46114,17.46337691,18.84561282
-46111,20.55767668,18.64747843
-46111,20.65218199,18.45818107
-46111,20.74689192,18.27774823
-46112,19.84180556,18.10621418
-46108,23.93692198,17.94361953
-46116,16.03224027,17.79001065
-46113,19.12775949,17.64543899
-46114,18.22347872,17.5099604
-46117,15.31939702,17.38363434
-46122,10.41551348,17.26652306
-46118,14.51182716,17.15869071
-46114,18.60833713,17.06020248
-46120,12.70504244,16.97112365
-46121,11.80194216,16.89151865
-46115,17.89903537,16.82145014
-46116,16.9963211,16.7609781
-46114,19.09379844,16.71015886
-46119,14.19146642,16.66904424
-46117,16.28932412,16.63768067
-46112,21.38737057,16.61610834
-46114,19.48560484,16.60436043
-46117,16.58402598,16.60246231
-46121,12.68263302,16.61043087
-46116,17.78142503,16.62827383
-46116,17.88040104,16.65598913
-46114,19.97956009,16.69356441
-46122,12.07890124,16.74097642
-46122,12.17842351,16.79819068
-46113,21.27812595,16.865161
-46116,18.37800759,16.94182915
-46119,15.47806747,17.02812461
-46119,15.57830463,17.12396429
-46119,15.67871808,17.22925235
-46122,12.77930687,17.34388003
-46120,14.88007002,17.46772559
-46115,19.98100655,17.60065422
-46111,24.0821155,17.74251802
-46118,17.18339589,17.89315602
-46116,19.28484673,18.05239424
-46120,15.38646704,18.22004572
-46111,24.48825585,18.39591069
-46114,21.59021217,18.57977672
-46111,24.69233501,18.7714188
-46118,17.79462339,18.97059966
-46117,18.8970763,19.17706989
-46118,17.99969277,19.39056827
-46116,20.10247179,19.61082201
-46115,21.20541236,19.83754711
-46115,21.30851349,20.07044863
-46122,14.41177417,20.30922116
-46121,15.51519341,20.55354918
-46117,19.6187702,20.80310751
-46118,18.72250352,21.05756182
-46115,21.82639238,21.31656913
-46119,17.93043577,21.57977841
-46112,25.03463266,21.84683115
-46112,25.13898204,22.11736203
-46111,26.24348291,22.39099959
-46114,23.34813423,22.66736697
-46111,26.452935,22.94608267
-46116,21.55788417,23.22676137
-46115,22.66298073,23.50901472
-46115,22.76822365,23.7924523
-46116,21.87361189,24.07668243
-46115,22.97914442,24.36131317
-46116,22.08482021,24.64595324
-46116,22.19063822,24.93021303
-46114,24.29659741,25.21370553
-46112,26.40269672,25.49604739
-46114,24.50893513,25.77685988
-46113,25.61531158,26.05576994
-46112,26.72182502,26.33241108
-46113,25.82847439,26.60642446
-46113,25.93525865,26.87745978
-46110,29.04217674,27.14517622
-46107,32.14922758,27.40924336
-46107,32.25641013,27.66934199
-46107,32.36372331,27.92516495
-46112,27.47116605,28.17641788
-46110,29.57873728,28.42281993
-46115,24.68643593,28.66410438
-46107,32.79426091,28.90001924
-46115,24.90221115,29.13032775
-46110,30.01028555,29.3548088
-46108,32.11848303,29.57325734
-46109,31.22680251,29.78548465
-46117,23.33524288,29.99131853
-46113,27.44380306,30.19060347
-46110,30.55248194,30.38320071
-46112,28.66127842,30.56898821
-46108,32.77019139,30.74786053
-46110,30.87921975,30.91972871
-46113,27.9883624,31.08451997
-46107,34.0976182,31.24217739
-46110,31.20698605,31.39265954
-46114,27.31646483,31.53593996
-46107,34.42605342,31.67200662
-46109,32.53575068,31.80086133
-46108,33.64555549,31.92251904
-46110,31.75546672,32.0370071
-46110,31.86548322,32.14436444
-46109,32.97560387,32.24464073
-46109,33.08582752,32.33789547
-46114,28.19615301,32.42419701
-46109,33.30657922,32.50362161
-46107,35.41710497,32.57625234
-46111,31.52772913,32.64217809
-46107,35.63845052,32.70149246
-46112,30.74926799,32.75429268
-46108,34.86018037,32.80067852
-46110,32.9711865,32.84075121
-46110,33.08228519,32.87461232
-46114,29.19347529,32.90236278
-46107,36.3047556,32.92410179
-46105,38.41612495,32.93992585
-46105,38.52758216,32.94992785
-46111,32.63912602,32.95419615
-46112,31.75075536,32.95281378
-46113,30.86246897,32.9458577
-46116,27.97426566,32.93339816
-46111,33.08614422,32.91549811
-46113,31.19810346,32.8922127
-46113,31.31014215,32.863589
-46110,34.4222591,32.82966563
-46112,32.53445308,32.79047269
-46115,29.64672288,32.74603166
-46116,28.75906728,32.69635554
-46110,34.87148505,32.64144897
-46114,30.98397496,32.58130857
-46110,35.0965358,32.51592334
-46112,33.20916631,32.44527517
-46114,31.32186527,32.36933949
-46115,30.43463144,32.28808589
-46116,29.54746357,32.20147903
-46116,29.66036041,32.1094794
-46111,34.77332072,32.01204433
-46117,28.88634325,31.90912892
-46114,31.99942673,31.80068712
-46112,34.11256991,31.68667277
-46110,36.22577153,31.56704069
-46116,30.33903033,31.44174775
-46113,33.45234502,31.31075397
-46115,31.56571435,31.17402358
-46117,29.67913703,31.03152606
-46116,30.7926118,30.88323711
-46116,30.90613736,30.72913958
-46115,32.01971243,30.56922438
-46116,31.13333573,30.40349122
-46116,31.24700596,30.23194937
-46121,26.36072183,30.05461825
-46118,29.47448205,29.87152795
-46121,26.58828531,29.68271969
-46114,33.70213031,29.48824607
-46117,30.81601575,29.28817133
-46117,30.92994032,29.08257143
-46118,30.0439027,28.87153399
-46118,30.15790159,28.65515823
-46116,32.27193566,28.43355467
-46120,28.38600359,28.20684482
-46120,28.50010406,27.97516074
-46123,25.61423575,27.73864449
-46121,27.72839732,27.49744752
-46123,25.84258744,27.25172999
-46125,23.95680478,27.00165995
-46123,26.07104799,26.74741254
-46122,27.18531575,26.4891691
-46123,26.2996067,26.22711625
-46125,24.4139195,25.96144491
-46125,24.5282528,25.6923493
-46129,20.64260526,25.420026
-46122,27.75697552,25.14467289
-46124,25.87136222,24.86648816
-46125,24.98576401,24.58566934
-46124,26.10017953,24.30241233
-46127,23.21460741,24.01691048
-46125,25.3290463,23.72935366
-46130,20.44349481,23.43992741
-46128,22.55795158,23.14881218
-46128,22.67241524,22.85618251
-46128,22.78688442,22.56220639
-46133,17.90135773,22.26704459
-46125,26.01583381,21.97085011
-46129,22.13031126,21.67376768
-46128,23.2447887,21.37593328
-46131,20.35926475,21.07747385
-46132,19.47373802,20.7785069
-46133,18.58820712,20.47914034
-46132,19.70267065,20.17947229
-46128,23.81712723,19.87959096
-46133,18.93157546,19.57957464
-46134,18.04601393,19.27949167
-46134,18.16044125,18.97940056
-46131,21.27485602,18.67935006
-46131,21.38925683,18.3793794
-46135,17.50364228,18.07951842
-46138,14.61801095,17.77978792
-46135,17.73236144,17.48019988
-46132,20.84669233,17.18075781
-46139,13.96100222,16.88145713
-46138,15.07528968,16.58228552
-46140,13.18955331,16.28322334
-46140,13.30379167,15.98424402
-46136,17.41800336,15.68531453
-46135,18.53218694,15.38639579
-46138,15.646341,15.08744312
-46136,17.76046411,14.7884067
-46137,16.87455485,14.48923202
-46136,17.98861179,14.18986031
-46141,13.10263349,13.89022901
-46140,14.21661852,13.59027218
-46144,10.33056546,13.28992098
-46145,9.444472867,12.98910402
-46142,12.5583393,12.68774784
-46144,10.67216334,12.3857773
-46142,12.78594352,12.08311592
-46146,8.899678431,11.77968636
-46143,12.01336661,11.4754107
-46144,11.12700663,11.17021084
-46142,13.24059705,10.86400887
-46146,9.354136408,10.55672739
-46144,11.46762327,10.2482898
-46142,13.5810562,9.938620718
-46146,9.69443373,9.627646177
-46149,6.807754425,9.315294001
-46147,8.921016833,9.001494065
-46146,10.0342195,8.686178578
-46149,7.147360981,8.369282356
-46146,10.26043982,8.050743081
-46153,3.373454559,7.730501559
-46152,4.48640375,7.408501955
-46146,10.59928594,7.084692036
-46150,6.712099662,6.759023385
-46146,10.82484347,6.431451625
-46155,1.937515908,6.101936616
-46151,6.050115513,5.770442648
-46155,2.162640827,5.436938622
-46150,7.275090392,5.10139822
-46155,2.387462749,4.76380005
-46146,11.49975644,4.424127795
-46153,4.611969994,4.082370325
-46159,-1.27589804,3.738521811
-46158,-0.163849126,3.392581808
-46152,5.948115271,3.044555323
-46154,4.059993691,2.694452866
-46155,3.17178467,2.342290471
-46160,-1.716513255,1.988089706
-46160,-1.604901548,1.631877651
-46154,4.506618328,1.273686855
-46155,3.618044908,0.913555273
-46159,-0.27062327,0.551526172
-46153,5.840612327,0.187648018
-46164,-5.048249764,-0.178025664
-46158,1.062788992,-0.545436451
-46161,-1.82627287,-0.914521209
-46161,-1.715436816,-1.285212297
-46160,-0.60470431,-1.657437796
-46165,-5.494076816,-2.031121749
-46159,0.6164442,-2.406184429
-46160,-0.273142726,-2.782542606
-46162,-2.162839059,-3.160109837
-46166,-6.052646262,-3.538796762
-46165,-4.942565801,-3.9185114
-46163,-2.832599139,-4.299159453
-46163,-2.722747739,-4.680644613
-46162,-1.613013065,-5.062868852
-46166,-5.50339658,-5.445732721
-46170,-9.393899747,-5.829135626
-46167,-6.284524028,-6.212976103
-46167,-6.175270885,-6.597152063
-46168,-7.066141779,-6.981561031
-46168,-6.957138171,-7.366100361
-46174,-12.84826152,-7.750667426
-46173,-11.73951329,-8.135159787
-46172,-10.63089493,-8.519475334
-46172,-10.5224079,-8.90351241
-46173,-11.41405366,-9.287169901
-46172,-10.30583367,-9.670347302
-46167,-5.197749372,-10.05294477
-46169,-7.089802227,-10.43486313
-46173,-10.98199369,-10.81600389
-46167,-4.874325201,-11.19626922
-46174,-11.76679822,-11.5755619
-46175,-12.6594142,-11.95378529
-46175,-12.55217459,-12.33084324
-46177,-14.44508084,-12.70664004
-46176,-13.33813439,-13.08108031
-46175,-12.23133669,-13.45406892
-46174,-11.12468918,-13.82551092
-46176,-13.01819332,-14.19531138
-46176,-12.91185053,-14.5633754
-46179,-15.80566227,-14.92960791
-46179,-15.69962997,-15.2939137
-46184,-20.59375507,-15.65619725
-46181,-17.48803902,-16.01636276
-46182,-18.38248323,-16.37431402
-46183,-19.27708916,-16.72995449
-46183,-19.17185823,-17.08318719
-46181,-17.06679187,-17.43391478
-46180,-15.96189151,-17.78203961
-46182,-17.85715857,-18.12746376
-46180,-15.75259449,-18.47008913
-46181,-16.64820069,-18.80981764
-46184,-19.54397858,-19.14655133
-46186,-21.4399296,-19.48019258
-46181,-16.33605515,-19.81064438
-46187,-22.23235666,-20.13781059
-46187,-22.12883554,-20.46159622
-46186,-21.0254932,-20.78190786
-46182,-16.92233106,-21.098654
-46187,-21.81935053,-21.41174548
-46189,-23.71655301,-21.72109597
-46188,-22.61393991,-22.02662244
-46187,-21.51151262,-22.32824569
-46184,-18.40927257,-22.62589089
-46189,-23.30722113,-22.91948815
-46189,-23.20535972,-23.2089731
-46185,-19.10368972,-23.4942875
-46194,-28.00221253,-23.77537983
-46189,-22.90092954,-24.05220589
-46194,-27.79984214,-24.32472939
-46195,-28.69895171,-24.59292255
-46189,-22.59825965,-24.85676662
-46186,-19.49776732,-25.1162525
-46193,-26.39747612,-25.37138114
-46193,-26.29738741,-25.62216407
-46194,-27.19750257,-25.8686238
-46193,-26.09782298,-26.11079419
-46191,-23.99835001,-26.34872074
-46196,-28.89908501,-26.58246084
-46194,-26.80002936,-26.81208394
-46197,-29.70118442,-27.03767166
-46196,-28.60255155,-27.25931779
-46190,-22.5041321,-27.47712826
-46193,-25.40592744,-27.69122095
-46195,-27.3079389,-27.90172551
-46198,-30.21016785,-28.10878302
-46197,-29.11261562,-28.31254559
-46199,-31.01528357,-28.51317587
-46198,-29.91817303,-28.71084652
-46198,-29.82128535,-28.90573951
-46204,-35.72462185,-29.0980454
-46195,-26.62818388,-29.2879626
-46198,-29.53197275,-29.47569641
-46201,-32.4359898,-29.66145819
-46196,-27.34023636,-29.84546431
-46200,-31.24471373,-30.02793514
-46199,-30.14942325,-30.20909397
-46198,-29.05436623,-30.38916596
-46198,-28.95954397,-30.56837692
-46196,-26.86495779,-30.74695225
-46199,-29.770609,-30.92511575
-46199,-29.67649891,-31.10308848
-46197,-27.5826288,-31.28108761
-46205,-35.48899998,-31.45932533
-46202,-32.39561376,-31.63800769
-46198,-28.30247141,-31.81733358
-46205,-35.20957424,-31.99749367
-46198,-28.11692352,-32.17866944
-46205,-35.02452054,-32.36103223
-46204,-33.93236659,-32.54474234
-46197,-26.84046294,-32.72994822
-46204,-33.74881086,-32.9167857
-46207,-36.65741163,-33.10537728
-46206,-35.56626652,-33.2958315
-46205,-34.47537679,-33.4882424
-46203,-32.3847437,-33.68268899
-46205,-34.29436851,-33.87923489
-46202,-31.20425248,-34.07792797
-46208,-37.11439686,-34.27880008
-46204,-33.0248029,-34.4818669
-46205,-33.93547185,-34.68712785
-46210,-38.84640494,-34.89456605
-46204,-32.75760342,-35.10414842
-46210,-38.66906852,-35.31582578
-46210,-38.58080148,-35.52953313
-46208,-36.49280352,-35.74518996
-46210,-38.40507587,-35.96270059
-46210,-38.31761976,-36.18195471
-46200,-28.23043639,-36.40282787
-46208,-36.14352699,-36.62518213
-46205,-33.05689276,-36.8488668
-46206,-33.97053491,-37.07371913
-46210,-37.88445466,-37.29956524
-46209,-36.7986532,-37.52622096
-46217,-44.71313172,-37.75349288
-46211,-38.62789143,-37.9811793
-46210,-37.54293351,-38.20907137
-46209,-36.45825916,-38.43695424
-46210,-37.37386955,-38.6646082
-46209,-36.28976586,-38.89180992
-46211,-38.20594928,-39.11833371
-46214,-41.12242096,-39.34395277
-46212,-39.03918209,-39.56844053
-46212,-38.95623383,-39.79157191
-46215,-41.87357734,-40.01312466
-46219,-45.79121377,-40.23288064
-46212,-38.70914428,-40.45062715
-46217,-43.62737003,-40.66615813
-46211,-37.54589214,-40.8792755
-46214,-40.46471178,-41.0897903
-46211,-37.38383007,-41.29752386
-46214,-40.30324815,-41.50230894
-46218,-44.22296714,-41.70399076
-46216,-42.14298818,-41.90242801
-46222,-48.06331239,-42.09749377
-46210,-35.98394089,-42.28907631
-46215,-40.90487479,-42.47707991
-46219,-44.82611519,-42.66142546
-46218,-43.74766321,-42.84205111
-46218,-43.66951995,-43.01891269
-46216,-41.59168651,-43.19198409
-46218,-43.51416398,-43.3612576
-46220,-45.43695344,-43.52674399
-46213,-38.360056,-43.68847265
-46223,-48.28347272,-43.84649148
-46219,-44.20720468,-44.00086684
-46218,-43.13125296,-44.15168318
-46215,-40.05561862,-44.29904279
-46229,-53.98030274,-44.44306528
-46218,-42.90530637,-44.5838871
-46220,-44.83063056,-44.72166082
-46222,-46.75627637,-44.85655448
-46224,-48.68224484,-44.98875074
-46220,-44.60853703,-45.11844605
-46223,-47.53515396,-45.24584965
-46217,-41.46209666,-45.37118262
-46221,-45.38936618,-45.49467681
-46223,-47.31696353,-45.61657372
-46220,-44.24488974,-45.73712342
-46220,-44.17314581,-45.85658334
-46219,-43.10173277,-45.97521712
-46219,-43.03065163,-46.0932934
-46221,-44.95990337,-46.21108464
-46224,-47.88948901,-46.3288659
-46221,-44.81940954,-46.44691368
-46223,-46.74966595,-46.56550472
-46222,-45.68025923,-46.68491486
-46219,-42.61119035,-46.8054179
-46225,-48.5424603,-46.92728449
-46220,-43.47407005,-47.05078107
-46225,-48.40602057,-47.17616881
-46223,-46.33831283,-47.30370262
-46228,-51.27094777,-47.43363021
-46228,-51.20392637,-47.56619111
-46228,-51.13724956,-47.70161584
-46228,-51.0709183,-47.84012507
-46227,-50.00493353,-47.98192883
-46224,-46.93929618,-48.12722573
-46223,-45.87400718,-48.27620236
-46223,-45.80906746,-48.42903254
-46224,-46.74447794,-48.58587682
-46228,-50.68023955,-48.74688191
-46225,-47.61635318,-48.91218019
-46223,-45.55281976,-49.08188931
-46231,-53.48964019,-49.2561118
-46225,-47.42681536,-49.43493478
-46231,-53.36434617,-49.61842972
-46226,-48.30223351,-49.80665226
-46230,-52.24047827,-49.99964207
-46232,-54.17908132,-50.19742282
-46229,-51.11804354,-50.40000222
-46229,-51.0573658,-50.60737207
-46227,-48.99704896,-50.81950843
-46228,-49.93709389,-51.03637188
-46229,-50.87750144,-51.25790778
-46232,-53.81827247,-51.48404668
-46227,-48.75940781,-51.71470476
-46228,-49.7009083,-51.94978435
-46229,-50.6427748,-52.18917451
-46229,-50.58500811,-52.43275171
-46227,-48.52760908,-52.68038054
-46237,-58.47057852,-52.93191449
-46232,-53.41391725,-53.18719685
-46232,-53.35762608,-53.44606151
-46228,-49.30170582,-53.70833402
-46232,-53.24615726,-53.97383251
-46239,-60.19098121,-54.24236873
-46233,-54.13617845,-54.51374914
-46232,-53.08174977,-54.78777592
-46239,-60.02769595,-55.06424815
-46230,-50.97401777,-55.34296281
-46232,-52.92071599,-55.62371595
-46233,-53.86779139,-55.90630373
-46236,-56.8152447,-56.19052346
-46231,-51.76307671,-56.47617468
-46239,-59.71128814,-56.76306009
-46237,-57.65987974,-57.05098655
-46235,-55.60885226,-57.33976589
-46243,-63.55820642,-57.62921582
-46239,-59.50794296,-57.91916062
-46240,-60.45806258,-58.20943186
-46238,-58.40856602,-58.49986898
-46237,-57.35945397,-58.79031983
-46240,-60.31072714,-59.08064106
-46242,-62.26238623,-59.37069854
-46236,-56.21443193,-59.66036754
-46244,-64.16686493,-59.94953293
-46242,-62.11968591,-60.23808924
-46244,-64.07289554,-60.52594068
-46242,-62.0264945,-60.81300103
-46237,-56.98048344,-61.09919345
-46240,-59.93486302,-61.38445028
-46238,-57.8896339,-61.66871268
-46241,-60.84479671,-61.9519303
-46238,-57.80035211,-62.2340608
-46238,-57.75630071,-62.51506942
-46249,-68.71264316,-62.79492844
-46246,-65.66938008,-63.07361662
-46247,-66.62651207,-63.35111864
-46243,-62.58403975,-63.6274245
-46248,-67.54196373,-63.90252895
-46239,-58.5002846,-64.17643081
-46242,-61.45900296,-64.44913247
-46248,-67.41811938,-64.72063923
-46247,-66.37763445,-64.9909588
-46247,-66.33754875,-65.26010073
-46243,-62.29786283,-65.5280759
-46247,-66.25857726,-65.7948961
-46244,-63.21969259,-66.06057359
-46247,-66.18120937,-66.3251207
-46246,-65.14312815,-66.58854958
-46252,-71.10544945,-66.85087186
-46248,-67.06817381,-67.11209852
-46250,-69.03130175,-67.37223965
-46247,-65.99483379,-67.63130447
-46254,-72.95877042,-67.88930122
-46245,-63.92311217,-68.1462372
-46246,-64.88785952,-68.4021189
-46254,-72.85301296,-68.65695211
-46250,-68.81857298,-68.91074214
-46251,-69.78454005,-69.16349403
-46246,-64.75091465,-69.41521291
-46252,-70.71769723,-69.66590427
-46255,-73.68488825,-69.91557441
-46251,-69.65248816,-70.16423078
-46251,-69.62049741,-70.41188246
-46250,-68.58891644,-70.6585406
-46253,-71.55774566,-70.90421893
-46250,-68.52698551,-71.14893416
-46253,-71.49663639,-71.39270655
-46254,-72.46669873,-71.63556031
-46252,-70.43717292,-71.87752412
-46252,-70.40805935,-72.11863152
-46253,-71.37935842,-72.35892135
-46257,-75.35107051,-72.59843811
-46260,-78.323196,-72.83723231
-46250,-68.29573524,-73.07536075
-46254,-72.26868861,-73.31288676
-46261,-79.24205645,-73.54988033
-46257,-75.21583911,-73.78641831
-46254,-72.19003693,-74.02258437
